ID_individual,wound_type,wound_Stage,Species,Sex,Length_mm,Weight_g
CHIN_2000_002,A,early,CHIN,F,84.4,6.5
CHIN_2000_002,A,early,CHIN,F,84.4,6.5
CHIN_2000_002,A,mid,CHIN,F,84.4,6.5
CHIN_2000_003,A,mid,CHIN,M,92,8.38
CHIN_2000_004,B,late,CHIN,M,96,9.16
CHIN_2000_013,A,mid,CHIN,M,79,4.39
CHIN_2000_015,B,early,CHIN,M,73.5,5.21
CHIN_2000_015,A,late,CHIN,M,73.5,5.21
CHIN_2000_017,B,early,CHIN,F,93,7.75
CHIN_2000_018,A,mid,CHIN,M,79.2,3.99
CHIN_2000_020,A,late,CHIN,M,58,5.68
ATS_2000_008, B,early,ATS,F,55,
CHIN_2000_029,A,late,CHIN,M,67,6.69
CHIN_2000_031,A,late,CHIN,M,65,8.22
ATS_2001_002,A,late,ATS,F,69.9,3.72
ATS_2001_003,A,late,ATS,F,63.5,2.54
ATS_2001_004,B,late,ATS,F,62.9,2.76
ATS_2001_006,B,late,ATS,F,72.4,3.71
ATS_2001_008,B,early,ATS,F,71.1,4.3
CHIN_2001_004,B,late,CHIN,F,87.6,6.16
ATS_2001_009,B,late,ATS,F,73.7,5.12
ATS_2001_012,A,mid,ATS,M,59.7,2.04
ATS_2001_013,B,late,ATS,M,76.2,3.58
CHIN_2001_006,A,mid,CHIN,M,63.5,2.4
ATS_2001_014,A,late,ATS,M,81.3,4.17
ATS_2001_015,B,early,ATS,F,75.6,3.93
ATS_2001_017,B,early,ATS,F,73,4.03
ATS_2001_018,A,late,ATS,F,73.7,3.67
ATS_2001_019,A,early,ATS,M,68.6,2.94
ATS_2001_020,A,mid,ATS,F,68.6,3.3
ATS_2001_021,A,late,ATS,F,76.8,3.67
CHIN_2001_008,A,late,CHIN,M,101.6,10.25
ATS_2001_025,A,early,ATS,M,81.3,4.26
CHIN_2001_010,A,mid,CHIN,M,60.3,2.08
ATS_2001_028,B,mid,ATS,M,75.9,3.71
ATS_2001_029,B,late,ATS,M,61,1.95
ATS_2001_032,B,late,ATS,F,76.8,4.26
ATS_2001_033,A,late,ATS,F,74.9,3.81
ATS_2001_035,B,late,ATS,F,69.9,2.86
CHIN_2001_013,A,mid,CHIN,M,95.3,6.12
CHIN_2001_014,B,late,CHIN,M,95.3,7.38
CHIN_2001_015,A,late,CHIN,F,90.2,6.87
ATS_2001_036,A,late,ATS,M,81.9,5.76
CHIN_2001_017,A,late,CHIN,M,92.7,7.34
CHIN_2001_018,B,late,CHIN,M,58.4,1.85
ATS_2001_042,A,early,ATS,F,72.4,1.92
CHIN_2001_020,A,early,CHIN,F,68.6,9.29
CHIN_2001_021,A,late,CHIN,M,96.5,8.21
CHIN_2001_022,A,mid,CHIN,F,71.1,5.87
CHIN_2001_024,B,mid,CHIN,M,87.6,5.76
ATS_2001_047,B,late,ATS,F,71.1,3.46
CHIN_2001_027,B,late,CHIN,M,94.6,7.43
CHIN_2001_028,A,late,CHIN,M,104.8,11.66
CHIN_2001_030,A,late,CHIN,M,94,7.51
ATS_2001_048,B,mid,ATS,F,57.8,1.73
CHIN_2001_033,B,early,CHIN,F,94,8.8
CHIN_2001_034,A,mid,CHIN,M,101.3,6.9
ATS_2001_051,A,late,ATS,F,74.9,4.24
ATS_2001_052,B,late,ATS,M,64.1,2.37
ATS_2001_053,B,early,ATS,F,77.5,4.33
CHIN_2001_036,B,late,CHIN,M,88.6,6.29
CHIN_2001_037,A,late,CHIN,M,63.5,2.6
CHIN_2001_039,A,early,CHIN,F,84.5,5.53
ATS_2001_056,A,late,ATS,M,61.6,1.88
ATS_2001_057,A,mid,ATS,M,69.2,1.81
ATS_2001_058,A,late,ATS,M,64.8,1.13
ATS_2001_059,A,early,ATS,M,76.8,4.3
ATS_2001_060,B,mid,ATS,M,62.2,1.96
CHIN_2001_040,B,late,CHIN,F,85.1,6.35
CHIN_2001_041,B,late,CHIN,M,77.5,4.59
CHIN_2001_043,B,mid,CHIN,F,94.6,6.3
CHIN_2001_044,A,mid,CHIN,M,97.8,6.8
ATS_2001_061,A,mid,ATS,M,63.5,2.09
ATS_2001_062,A,late,ATS,M,84.5,4.54
ATS_2001_064,B,early,ATS,M,77.5,4.76
ATS_2001_065,A,late,ATS,M,63.5,2.18
ATS_2001_066,A,mid,ATS,M,71.1,2.49
ATS_2001_067,B,early,ATS,F,73.7,5.49
CHIN_2001_052,A,mid,CHIN,M,80,4.35
ATS_2001_068,B,late,ATS,F,71.8,3.66
CHIN_2001_055,A,late,CHIN,F,83.2,4.35
CHIN_2001_058,A,mid,CHIN,M,101.6,9.28
CHIN_2001_059,B,early,CHIN,M,83.8,4.88
CHIN_2001_060,B,late,CHIN,F,83.8,6.03
CHIN_2001_062,A,late,CHIN,M,81.3,4.72
CHIN_2001_066,A,late,CHIN,M,60.3,1.95
CHIN_2001_068,B,early,CHIN,M,81.8,4.58
CHIN_2001_071,A,early,CHIN,F,59.7,2.13
ATS_2001_071,A,early,ATS,M,62.9,1.91
CHIN_2001_074,A,early,CHIN,M,96.5,6.8
CHIN_2001_077,A,late,CHIN,F,88.9,6.94
CHIN_2001_080,A,late,CHIN,F,83.8,5.35
ATS_2001_075,A,late,ATS,F,72.4,3.76
ATS_2001_076,B,late,ATS,F,53.7,2.49
ATS_2001_078,B,mid,ATS,F,50.2,1.41
CHIN_2001_083,A,early,CHIN,M,91.4,7.21
ATS_2001_079,B,late,ATS,F,72.4,3.86
CHIN_2001_086,A,mid,CHIN,F,70.5,4.51
CHIN_2001_087,B,early,CHIN,M,87.6,5.97
ATS_2001_080,A,mid,ATS,F,72.4,2.93
CHIN_2001_093,A,mid,CHIN,F,83.8,5.9
CHIN_2001_099,B,mid,CHIN,M,82.6,4.54
ATS_2001_083,B,late,ATS,F,61,1.68
CHIN_2001_100,B,late,CHIN,F,67.3,2.51
CHIN_2001_101,B,late,CHIN,M,88.3,6.08
CHIN_2001_102,B,late,CHIN,F,80,4.54
ATS_2001_087,A,early,ATS,M,59.1,1.52
CHIN_2001_105,A,early,CHIN,M,83.8,5.64
ATS_2001_088,A,late,ATS,F,71.1,4.72
CHIN_2001_106,B,late,CHIN,M,73.7,3.09
ATS_2001_093,A,early,ATS,M,61,1.72
ATS_2001_094,A,late,ATS,M,62.2,1.63
ATS_2001_095,A,mid,ATS,M,64.8,2.18
ATS_2001_097,B,late,ATS,F,59.7,1.91
CHIN_2001_113,A,mid,CHIN,M,88.3,5.78
CHIN_2001_114,A,mid,CHIN,M,101,8.35
ATS_2001_100,A,late,ATS,F,74.3,4.38
CHIN_2001_117,B,mid,CHIN,M,87.6,5.45
CHIN_2001_118,B,early,CHIN,F,87,6.03
ATS_2001_101,A,early,ATS,F,76.2,4.05
CHIN_2001_119,A,late,CHIN,M,90.2,6.53
CHIN_2001_120,B,late,CHIN,M,60.3,2.25
CHIN_2001_121,B,late,CHIN,M,92.7,6.58
ATS_2001_102,A,late,ATS,F,76.2,4.1
ATS_2001_103,B,mid,ATS,F,62.9,2.36
ATS_2001_104,A,early,ATS,F,76.2,4.36
CHIN_2001_126,A,late,CHIN,M,47.6,0.93
ATS_2001_106,A,late,ATS,F,56.5,2.04
CHIN_2001_129,B,late,CHIN,M,92.7,7.14
CHIN_2001_130,B,mid,CHIN,M,80,3.98
CHIN_2001_131,A,mid,CHIN,F,85.1,6.55
CHIN_2001_132,B,late,CHIN,F,73.7,4.15
CHIN_2001_133,A,late,CHIN,M,81.3,4.4
CHIN_2001_135,A,late,CHIN,M,80,5.72
CHIN_2001_136,B,late,CHIN,M,90.2,6.21
CHIN_2001_137,B,late,CHIN,F,82.6,5.9
ATS_2001_107,A,mid,ATS,M,62.2,1.8
CHIN_2001_138,A,late,CHIN,F,94,9.06
CHIN_2001_141,A,mid,CHIN,M,79.4,3.86
CHIN_2001_145,A,early,CHIN,M,81.9,4.85
CHIN_2001_146,A,early,CHIN,M,85.1,6.17
RBT_2001_003,B,early,RBT,F,60.3,2.77
ATS_2002_001,A,mid,ATS,M,75.5,
CHIN_2002_002,B,mid,CHIN,M,66.5,
CHIN_2002_005,A,mid,CHIN,M,94,
CHIN_2002_006,B,mid,CHIN,F,82,
ATS_2002_003,A,late,ATS,M,80.5,
CHIN_2002_010,B,mid,CHIN,F,84,
CHIN_2002_011,A,mid,CHIN,M,90,
CHIN_2002_013,A,early,CHIN,M,48.5,
ATS_2002_001,B,mid,ATS,M,75.5,
CHIN_2002_019,B,mid,CHIN,M,83.5,
CHIN_2002_020,B,mid,CHIN,M,81.5,
CHIN_2002_022,A,early,CHIN,F,84,
CHIN_2002_024,B,mid,CHIN,M,61.5,
CHIN_2002_026,B,early,CHIN,M,79.5,
ATS_2002_008,A,late,ATS,M,85,
ATS_2002_008,B,early,ATS,M,85,
COHO_2002_001,B,early,COHO,M,61.5,
ATS_2002_011,A,late,ATS,M,81.5,
ATS_2002_016,A,late,ATS,F,73.9,
ATS_2002_016,A,late,ATS,F,73.9,
ATS_2002_017,A,mid,ATS,F,73,
CHIN_2002_036,B,late,CHIN,M,67,
CHIN_2002_038,A,early,CHIN,M,86,
CHIN_2002_038,A,late,CHIN,M,86,
CHIN_2002_041,B,early,CHIN,M,81,
CHIN_2002_045,B,early,CHIN,M,72,
CHIN_2002_047,B,mid,CHIN,F,80.5,
CHIN_2002_048,B,mid,CHIN,M,75,
ATS_2002_021,B,mid,ATS,M,54.6,
CHIN_2002_052,A,late,CHIN,M,92,
CHIN_2002_053,B,early,CHIN,M,87,
CHIN_2002_054,A,early,CHIN,M,69.5,
ATS_2002_025,B,late,ATS,F,57.3,
ATS_2002_026,B,late,ATS,M,52.4,
ATS_2002_027,B,late,ATS,F,59.5,
ATS_2002_028,B,late,ATS,F,52,
ATS_2002_029,B,late,ATS,M,65.1,
CHIN_2002_057,B,early,CHIN,M,87.6,
CHIN_2002_057, A,mid,CHIN,M,87.6,
CHIN_2002_057, A,mid,CHIN,M,87.6,
ATS_2002_030,B,late,ATS,F,81,
ATS_2002_032,B,late,ATS,M,85.5,
ATS_2002_034,A,mid,ATS,M,89,
ATS_2002_035,B,late,ATS,M,75.5,
ATS_2002_036,B,late,ATS,M,46,
ATS_2002_037,B,late,ATS,M,68,
CHIN_2002_061,A,late,CHIN,F,85,
ATS_2002_038,B,late,ATS,F,80,
ATS_2002_038, B,late,ATS,F,80,
ATS_2002_038, B,mid,ATS,F,80,
ATS_2002_041,B,late,ATS,M,61,
ATS_2002_041, B,late,ATS,M,61,
CHIN_2002_066,B,mid,CHIN,M,82,
CHIN_2002_067,A,mid,CHIN,M,45,
ATS_2002_042,B,mid,ATS,M,84.1,
ATS_2002_043,B,late,ATS,M,60,
ATS_2002_043,B,mid,ATS,M,60,
CHIN_2002_069,B,mid,CHIN,M,81,
ATS_2002_046,B,mid,ATS,M,87.1,
ATS_2002_048,B,mid,ATS,M,57.3,
ATS_2002_050,B,early,ATS,M,79,
ATS_2002_053,B,early,ATS,M,82.5,
ATS_2002_054,B,early,ATS,M,62.7,
ATS_2002_057,B,mid,ATS,M,59,
CHIN_2002_080,A,early,CHIN,M,69,
CHIN_2002_081,A,mid,CHIN,M,71,
CHIN_2002_081, A,mid,CHIN,M,71,
ATS_2002_059,B,late,ATS,F,60,
CHIN_2002_087,B,mid,CHIN,F,80,
CHIN_2002_092,B,mid,CHIN,M,79,9.96
ATS_2002_061,B,mid,ATS,F,72,
ATS_2002_061,B,late,ATS,F,72,
ATS_2002_061,B,late,ATS,F,72,
CHIN_2002_095,A,mid,CHIN,M,89,16.72
ATS_2002_062,A,mid,ATS,M,79,
CHIN_2002_099,A,mid,CHIN,M,85,12.06
CHIN_2002_102,B,mid,CHIN,M,63,4.32
ATS_2002_063,A,mid,ATS,M,54,
CHIN_2002_104,B,late,CHIN,M,70.3,
ATS_2002_065,B,mid,ATS,F,72.4,
ATS_2002_068,B,late,ATS,F,57.5,
CHIN_2002_106,B,mid,CHIN,F,79.8,
ATS_2002_070,A,late,ATS,M,61,
CHIN_2002_110,B,late,CHIN,M,86.3,
ATS_2002_074,A,mid,ATS,M,58,
CHIN_2002_117,A,mid,CHIN,M,90,
CHIN_2002_119,B,late,CHIN,M,78,
CHIN_2002_119,B,late,CHIN,M,78,
CHIN_2002_123,A,early,CHIN,F,57,
CHIN_2002_123,B,mid,CHIN,F,57,
CHIN_2002_124,A,mid,CHIN,M,88,
ATS_2002_079,B,mid,ATS,M,75.9,
ATS_2002_079,B,late,ATS,M,75.9,
ATS_2002_081,B,late,ATS,F,74,
ATS_2002_081,B,late,ATS,F,74,
CHIN_2002_130,B,mid,CHIN,M,89,
CHIN_2002_130,B,late,CHIN,M,89,
ATS_2002_082,B,late,ATS,M,80.5,
ATS_2002_083,A,mid,ATS,F,75,
ATS_2002_084,B,late,ATS,F,73.5,
CHIN_2002_136,B,early,CHIN,M,71,
ATS_2002_086,B,mid,ATS,F,75,
ATS_2002_088,B,mid,ATS,M,57,
ATS_2002_090,B,mid,ATS,F,60,
ATS_2002_091,A,early,ATS,M,79.1,
ATS_2002_092,A,mid,ATS,F,76,
ATS_2002_092,B,late,ATS,F,76,
ATS_2002_093,B,late,ATS,F,74,
ATS_2002_093,B,mid,ATS,F,74,
CHIN_2002_145,A,mid,CHIN,M,78,
CHIN_2002_145,A,mid,CHIN,M,78,
CHIN_2002_145,A,mid,CHIN,M,78,
CHIN_2002_145,B,mid,CHIN,M,78,
ATS_2002_096,B,late,ATS,F,66,
ATS_2002_097,B,late,ATS,F,75,
ATS_2002_099,B,late,ATS,F,77.6,
ATS_2002_099,B,early,ATS,F,77.6,
ATS_2002_100,B,late,ATS,F,76.1,
CHIN_2002_149,A,mid,CHIN,F,83.6,
CHIN_2002_150,A,mid,CHIN,M,58.2,
CHIN_2003_002,B,mid,CHIN,F,73.7,
CHIN_2003_005,B,late,CHIN,F,99.7,
CHIN_2003_006,B,late,CHIN,M,85.1,
CHIN_2003_007,B,late,CHIN,M,71.1,
ATS_2003_003,B,mid,ATS,M,69.9,
CHIN_2003_013,A,late,CHIN,M,85.7,
CHIN_2003_014,A,mid,CHIN,M,75.6,
CHIN_2003_017,A,mid,CHIN,F,85.1,
ATS_2003_008,A,mid,ATS,M,78.7,
CHIN_2003_020,A,early,CHIN,M,76.2,
CHIN_2003_021,B,mid,CHIN,F,96.5,
ATS_2003_012,A,late,ATS,M,72.4,
CHIN_2003_035,B,late,CHIN,M,91.4,
ATS_2003_013,A,late,ATS,M,73.7,
CHIN_2003_038,B,early,CHIN,M,99.1,
ATS_2003_015,B,late,ATS,M,67.3,
CHIN_2003_047,A,late,CHIN,F,77.5,
CHIN_2003_049,B,mid,CHIN,F,92.7,
CHIN_2003_051,B,late,CHIN,M,67.3,
ATS_2003_019,A,late,ATS,M,69.9,
